experimento;dataset;estructura_datos;clave;cantidad_tweets;repeticion;tiempo_ms;memoria_bytes
879;auspol2019.csv;hashing_cerrado_linear;user_id;80000;19;150.149;2621480
880;auspol2019.csv;hashing_cerrado_linear;user_id;80000;20;143.454;2621480
881;auspol2019.csv;hashing_cerrado_linear;user_id;90000;1;153.149;2621480
882;auspol2019.csv;hashing_cerrado_linear;user_id;90000;2;138.144;2621480
883;auspol2019.csv;hashing_cerrado_linear;user_id;90000;3;143.062;2621480
884;auspol2019.csv;hashing_cerrado_linear;user_id;90000;4;149.349;2621480
885;auspol2019.csv;hashing_cerrado_linear;user_id;90000;5;142.291;2621480
886;auspol2019.csv;hashing_cerrado_linear;user_id;90000;6;159.675;2621480
887;auspol2019.csv;hashing_cerrado_linear;user_id;90000;7;142.781;2621480
888;auspol2019.csv;hashing_cerrado_linear;user_id;90000;8;154.689;2621480
889;auspol2019.csv;hashing_cerrado_linear;user_id;90000;9;146.874;2621480
890;auspol2019.csv;hashing_cerrado_linear;user_id;90000;10;147.063;2621480
891;auspol2019.csv;hashing_cerrado_linear;user_id;90000;11;143.601;2621480
892;auspol2019.csv;hashing_cerrado_linear;user_id;90000;12;144.398;2621480
893;auspol2019.csv;hashing_cerrado_linear;user_id;90000;13;149.380;2621480
894;auspol2019.csv;hashing_cerrado_linear;user_id;90000;14;141.027;2621480
895;auspol2019.csv;hashing_cerrado_linear;user_id;90000;15;151.177;2621480
896;auspol2019.csv;hashing_cerrado_linear;user_id;90000;16;134.282;2621480
897;auspol2019.csv;hashing_cerrado_linear;user_id;90000;17;141.678;2621480
898;auspol2019.csv;hashing_cerrado_linear;user_id;90000;18;147.986;2621480
899;auspol2019.csv;hashing_cerrado_linear;user_id;90000;19;136.832;2621480
900;auspol2019.csv;hashing_cerrado_linear;user_id;90000;20;152.224;2621480
901;auspol2019.csv;hashing_cerrado_linear;user_id;100000;1;141.758;2621480
902;auspol2019.csv;hashing_cerrado_linear;user_id;100000;2;162.012;2621480
903;auspol2019.csv;hashing_cerrado_linear;user_id;100000;3;147.986;2621480
904;auspol2019.csv;hashing_cerrado_linear;user_id;100000;4;161.292;2621480
905;auspol2019.csv;hashing_cerrado_linear;user_id;100000;5;151.142;2621480
906;auspol2019.csv;hashing_cerrado_linear;user_id;100000;6;144.844;2621480
907;auspol2019.csv;hashing_cerrado_linear;user_id;100000;7;136.504;2621480
908;auspol2019.csv;hashing_cerrado_linear;user_id;100000;8;184.219;2621480
909;auspol2019.csv;hashing_cerrado_linear;user_id;100000;9;165.175;2621480
910;auspol2019.csv;hashing_cerrado_linear;user_id;100000;10;157.782;2621480
911;auspol2019.csv;hashing_cerrado_linear;user_id;100000;11;146.748;2621480
912;auspol2019.csv;hashing_cerrado_linear;user_id;100000;12;135.407;2621480
913;auspol2019.csv;hashing_cerrado_linear;user_id;100000;13;145.639;2621480
914;auspol2019.csv;hashing_cerrado_linear;user_id;100000;14;147.744;2621480
915;auspol2019.csv;hashing_cerrado_linear;user_id;100000;15;149.883;2621480
916;auspol2019.csv;hashing_cerrado_linear;user_id;100000;16;148.850;2621480
917;auspol2019.csv;hashing_cerrado_linear;user_id;100000;17;137.374;2621480
918;auspol2019.csv;hashing_cerrado_linear;user_id;100000;18;148.461;2621480
919;auspol2019.csv;hashing_cerrado_linear;user_id;100000;19;138.066;2621480
920;auspol2019.csv;hashing_cerrado_linear;user_id;100000;20;150.104;2621480
921;auspol2019.csv;hashing_cerrado_linear;user_id;110000;1;148.164;2621480
922;auspol2019.csv;hashing_cerrado_linear;user_id;110000;2;149.156;2621480
923;auspol2019.csv;hashing_cerrado_linear;user_id;110000;3;151.158;2621480
924;auspol2019.csv;hashing_cerrado_linear;user_id;110000;4;165.018;2621480
925;auspol2019.csv;hashing_cerrado_linear;user_id;110000;5;186.999;2621480
926;auspol2019.csv;hashing_cerrado_linear;user_id;110000;6;177.460;2621480
927;auspol2019.csv;hashing_cerrado_linear;user_id;110000;7;246.204;2621480
928;auspol2019.csv;hashing_cerrado_linear;user_id;110000;8;164.376;2621480
929;auspol2019.csv;hashing_cerrado_linear;user_id;110000;9;174.527;2621480
930;auspol2019.csv;hashing_cerrado_linear;user_id;110000;10;162.229;2621480
931;auspol2019.csv;hashing_cerrado_linear;user_id;110000;11;195.834;2621480
932;auspol2019.csv;hashing_cerrado_linear;user_id;110000;12;206.030;2621480
933;auspol2019.csv;hashing_cerrado_linear;user_id;110000;13;205.825;2621480
934;auspol2019.csv;hashing_cerrado_linear;user_id;110000;14;182.863;2621480
935;auspol2019.csv;hashing_cerrado_linear;user_id;110000;15;169.321;2621480
936;auspol2019.csv;hashing_cerrado_linear;user_id;110000;16;170.144;2621480
937;auspol2019.csv;hashing_cerrado_linear;user_id;110000;17;155.064;2621480
938;auspol2019.csv;hashing_cerrado_linear;user_id;110000;18;188.672;2621480
939;auspol2019.csv;hashing_cerrado_linear;user_id;110000;19;218.728;2621480
940;auspol2019.csv;hashing_cerrado_linear;user_id;110000;20;237.045;2621480
941;auspol2019.csv;hashing_cerrado_linear;user_id;120000;1;200.867;2621480
942;auspol2019.csv;hashing_cerrado_linear;user_id;120000;2;187.938;2621480
943;auspol2019.csv;hashing_cerrado_linear;user_id;120000;3;162.969;2621480
944;auspol2019.csv;hashing_cerrado_linear;user_id;120000;4;184.937;2621480
945;auspol2019.csv;hashing_cerrado_linear;user_id;120000;5;182.656;2621480
946;auspol2019.csv;hashing_cerrado_linear;user_id;120000;6;144.185;2621480
947;auspol2019.csv;hashing_cerrado_linear;user_id;120000;7;155.552;2621480
948;auspol2019.csv;hashing_cerrado_linear;user_id;120000;8;138.695;2621480
949;auspol2019.csv;hashing_cerrado_linear;user_id;120000;9;142.804;2621480
950;auspol2019.csv;hashing_cerrado_linear;user_id;120000;10;161.680;2621480
951;auspol2019.csv;hashing_cerrado_linear;user_id;120000;11;149.862;2621480
952;auspol2019.csv;hashing_cerrado_linear;user_id;120000;12;158.237;2621480
953;auspol2019.csv;hashing_cerrado_linear;user_id;120000;13;141.827;2621480
954;auspol2019.csv;hashing_cerrado_linear;user_id;120000;14;159.100;2621480
955;auspol2019.csv;hashing_cerrado_linear;user_id;120000;15;147.018;2621480
956;auspol2019.csv;hashing_cerrado_linear;user_id;120000;16;160.184;2621480
957;auspol2019.csv;hashing_cerrado_linear;user_id;120000;17;155.941;2621480
958;auspol2019.csv;hashing_cerrado_linear;user_id;120000;18;153.291;2621480
959;auspol2019.csv;hashing_cerrado_linear;user_id;120000;19;162.657;2621480
960;auspol2019.csv;hashing_cerrado_linear;user_id;120000;20;151.159;2621480
961;auspol2019.csv;hashing_cerrado_linear;user_id;130000;1;150.430;2621480
962;auspol2019.csv;hashing_cerrado_linear;user_id;130000;2;160.664;2621480
963;auspol2019.csv;hashing_cerrado_linear;user_id;130000;3;147.789;2621480
964;auspol2019.csv;hashing_cerrado_linear;user_id;130000;4;157.863;2621480
965;auspol2019.csv;hashing_cerrado_linear;user_id;130000;5;160.517;2621480
966;auspol2019.csv;hashing_cerrado_linear;user_id;130000;6;154.540;2621480
967;auspol2019.csv;hashing_cerrado_linear;user_id;130000;7;164.709;2621480
968;auspol2019.csv;hashing_cerrado_linear;user_id;130000;8;193.885;2621480
969;auspol2019.csv;hashing_cerrado_linear;user_id;130000;9;157.754;2621480
970;auspol2019.csv;hashing_cerrado_linear;user_id;130000;10;168.627;2621480
971;auspol2019.csv;hashing_cerrado_linear;user_id;130000;11;163.803;2621480
972;auspol2019.csv;hashing_cerrado_linear;user_id;130000;12;202.895;2621480
973;auspol2019.csv;hashing_cerrado_linear;user_id;130000;13;173.457;2621480
974;auspol2019.csv;hashing_cerrado_linear;user_id;130000;14;170.905;2621480
975;auspol2019.csv;hashing_cerrado_linear;user_id;130000;15;213.102;2621480
976;auspol2019.csv;hashing_cerrado_linear;user_id;130000;16;164.402;2621480
977;auspol2019.csv;hashing_cerrado_linear;user_id;130000;17;164.588;2621480
978;auspol2019.csv;hashing_cerrado_linear;user_id;130000;18;164.115;2621480
979;auspol2019.csv;hashing_cerrado_linear;user_id;130000;19;169.009;2621480
980;auspol2019.csv;hashing_cerrado_linear;user_id;130000;20;161.720;2621480
981;auspol2019.csv;hashing_cerrado_linear;user_id;140000;1;167.761;2621480
982;auspol2019.csv;hashing_cerrado_linear;user_id;140000;2;170.453;2621480
983;auspol2019.csv;hashing_cerrado_linear;user_id;140000;3;171.155;2621480
984;auspol2019.csv;hashing_cerrado_linear;user_id;140000;4;201.911;2621480
985;auspol2019.csv;hashing_cerrado_linear;user_id;140000;5;173.216;2621480
986;auspol2019.csv;hashing_cerrado_linear;user_id;140000;6;176.666;2621480
987;auspol2019.csv;hashing_cerrado_linear;user_id;140000;7;173.230;2621480
988;auspol2019.csv;hashing_cerrado_linear;user_id;140000;8;169.038;2621480
989;auspol2019.csv;hashing_cerrado_linear;user_id;140000;9;174.185;2621480
990;auspol2019.csv;hashing_cerrado_linear;user_id;140000;10;176.534;2621480
991;auspol2019.csv;hashing_cerrado_linear;user_id;140000;11;175.828;2621480
992;auspol2019.csv;hashing_cerrado_linear;user_id;140000;12;176.872;2621480
993;auspol2019.csv;hashing_cerrado_linear;user_id;140000;13;172.805;2621480
994;auspol2019.csv;hashing_cerrado_linear;user_id;140000;14;168.910;2621480
995;auspol2019.csv;hashing_cerrado_linear;user_id;140000;15;172.369;2621480
996;auspol2019.csv;hashing_cerrado_linear;user_id;140000;16;173.777;2621480
997;auspol2019.csv;hashing_cerrado_linear;user_id;140000;17;187.905;2621480
998;auspol2019.csv;hashing_cerrado_linear;user_id;140000;18;174.365;2621480
999;auspol2019.csv;hashing_cerrado_linear;user_id;140000;19;175.549;2621480
1000;auspol2019.csv;hashing_cerrado_linear;user_id;140000;20;190.111;2621480
1001;auspol2019.csv;hashing_cerrado_linear;user_id;150000;1;191.907;2621480
1002;auspol2019.csv;hashing_cerrado_linear;user_id;150000;2;190.006;2621480
1003;auspol2019.csv;hashing_cerrado_linear;user_id;150000;3;203.393;2621480
1004;auspol2019.csv;hashing_cerrado_linear;user_id;150000;4;184.112;2621480
1005;auspol2019.csv;hashing_cerrado_linear;user_id;150000;5;189.696;2621480
1006;auspol2019.csv;hashing_cerrado_linear;user_id;150000;6;181.940;2621480
1007;auspol2019.csv;hashing_cerrado_linear;user_id;150000;7;193.285;2621480
1008;auspol2019.csv;hashing_cerrado_linear;user_id;150000;8;201.991;2621480
1009;auspol2019.csv;hashing_cerrado_linear;user_id;150000;9;186.944;2621480
1010;auspol2019.csv;hashing_cerrado_linear;user_id;150000;10;191.000;2621480
1011;auspol2019.csv;hashing_cerrado_linear;user_id;150000;11;184.907;2621480
1012;auspol2019.csv;hashing_cerrado_linear;user_id;150000;12;182.952;2621480
1013;auspol2019.csv;hashing_cerrado_linear;user_id;150000;13;204.094;2621480
1014;auspol2019.csv;hashing_cerrado_linear;user_id;150000;14;226.662;2621480
1015;auspol2019.csv;hashing_cerrado_linear;user_id;150000;15;186.888;2621480
1016;auspol2019.csv;hashing_cerrado_linear;user_id;150000;16;200.261;2621480
1017;auspol2019.csv;hashing_cerrado_linear;user_id;150000;17;199.589;2621480
1018;auspol2019.csv;hashing_cerrado_linear;user_id;150000;18;202.934;2621480
1019;auspol2019.csv;hashing_cerrado_linear;user_id;150000;19;186.929;2621480
1020;auspol2019.csv;hashing_cerrado_linear;user_id;150000;20;187.643;2621480
1021;auspol2019.csv;hashing_cerrado_linear;user_id;160000;1;207.398;2621480
1022;auspol2019.csv;hashing_cerrado_linear;user_id;160000;2;194.198;2621480
1023;auspol2019.csv;hashing_cerrado_linear;user_id;160000;3;205.751;2621480
1024;auspol2019.csv;hashing_cerrado_linear;user_id;160000;4;204.271;2621480
1025;auspol2019.csv;hashing_cerrado_linear;user_id;160000;5;200.132;2621480
1026;auspol2019.csv;hashing_cerrado_linear;user_id;160000;6;202.334;2621480
1027;auspol2019.csv;hashing_cerrado_linear;user_id;160000;7;206.483;2621480
1028;auspol2019.csv;hashing_cerrado_linear;user_id;160000;8;207.812;2621480
1029;auspol2019.csv;hashing_cerrado_linear;user_id;160000;9;207.616;2621480
1030;auspol2019.csv;hashing_cerrado_linear;user_id;160000;10;203.344;2621480
1031;auspol2019.csv;hashing_cerrado_linear;user_id;160000;11;213.487;2621480
1032;auspol2019.csv;hashing_cerrado_linear;user_id;160000;12;201.430;2621480
1033;auspol2019.csv;hashing_cerrado_linear;user_id;160000;13;248.098;2621480
1034;auspol2019.csv;hashing_cerrado_linear;user_id;160000;14;199.284;2621480
1035;auspol2019.csv;hashing_cerrado_linear;user_id;160000;15;195.148;2621480
1036;auspol2019.csv;hashing_cerrado_linear;user_id;160000;16;191.972;2621480
1037;auspol2019.csv;hashing_cerrado_linear;user_id;160000;17;198.054;2621480
1038;auspol2019.csv;hashing_cerrado_linear;user_id;160000;18;198.869;2621480
1039;auspol2019.csv;hashing_cerrado_linear;user_id;160000;19;201.600;2621480
1040;auspol2019.csv;hashing_cerrado_linear;user_id;160000;20;194.940;2621480
1041;auspol2019.csv;hashing_cerrado_linear;user_id;170000;1;215.714;2621480
1042;auspol2019.csv;hashing_cerrado_linear;user_id;170000;2;215.688;2621480
1043;auspol2019.csv;hashing_cerrado_linear;user_id;170000;3;225.235;2621480
1044;auspol2019.csv;hashing_cerrado_linear;user_id;170000;4;247.011;2621480
1045;auspol2019.csv;hashing_cerrado_linear;user_id;170000;5;271.482;2621480
1046;auspol2019.csv;hashing_cerrado_linear;user_id;170000;6;233.900;2621480
1047;auspol2019.csv;hashing_cerrado_linear;user_id;170000;7;228.584;2621480
1048;auspol2019.csv;hashing_cerrado_linear;user_id;170000;8;206.210;2621480
1049;auspol2019.csv;hashing_cerrado_linear;user_id;170000;9;253.030;2621480
1050;auspol2019.csv;hashing_cerrado_linear;user_id;170000;10;251.804;2621480
1051;auspol2019.csv;hashing_cerrado_linear;user_id;170000;11;244.053;2621480
1052;auspol2019.csv;hashing_cerrado_linear;user_id;170000;12;249.986;2621480
1053;auspol2019.csv;hashing_cerrado_linear;user_id;170000;13;517.403;2621480
1054;auspol2019.csv;hashing_cerrado_linear;user_id;170000;14;226.223;2621480
1055;auspol2019.csv;hashing_cerrado_linear;user_id;170000;15;209.732;2621480
1056;auspol2019.csv;hashing_cerrado_linear;user_id;170000;16;206.515;2621480
1057;auspol2019.csv;hashing_cerrado_linear;user_id;170000;17;234.098;2621480
1058;auspol2019.csv;hashing_cerrado_linear;user_id;170000;18;237.442;2621480
1059;auspol2019.csv;hashing_cerrado_linear;user_id;170000;19;235.755;2621480
1060;auspol2019.csv;hashing_cerrado_linear;user_id;170000;20;211.727;2621480
1061;auspol2019.csv;hashing_cerrado_linear;user_id;180000;1;233.445;2621480
1062;auspol2019.csv;hashing_cerrado_linear;user_id;180000;2;226.125;2621480
1063;auspol2019.csv;hashing_cerrado_linear;user_id;180000;3;223.226;2621480
1064;auspol2019.csv;hashing_cerrado_linear;user_id;180000;4;222.940;2621480
1065;auspol2019.csv;hashing_cerrado_linear;user_id;180000;5;231.423;2621480
1066;auspol2019.csv;hashing_cerrado_linear;user_id;180000;6;224.517;2621480
1067;auspol2019.csv;hashing_cerrado_linear;user_id;180000;7;231.318;2621480
1068;auspol2019.csv;hashing_cerrado_linear;user_id;180000;8;220.583;2621480
1069;auspol2019.csv;hashing_cerrado_linear;user_id;180000;9;225.591;2621480
1070;auspol2019.csv;hashing_cerrado_linear;user_id;180000;10;221.881;2621480
1071;auspol2019.csv;hashing_cerrado_linear;user_id;180000;11;224.499;2621480
1072;auspol2019.csv;hashing_cerrado_linear;user_id;180000;12;220.300;2621480
1073;auspol2019.csv;hashing_cerrado_linear;user_id;180000;13;225.295;2621480
1074;auspol2019.csv;hashing_cerrado_linear;user_id;180000;14;222.861;2621480
1075;auspol2019.csv;hashing_cerrado_linear;user_id;180000;15;232.390;2621480
1076;auspol2019.csv;hashing_cerrado_linear;user_id;180000;16;236.814;2621480
1077;auspol2019.csv;hashing_cerrado_linear;user_id;180000;17;232.419;2621480
1078;auspol2019.csv;hashing_cerrado_linear;user_id;180000;18;224.689;2621480
1079;auspol2019.csv;hashing_cerrado_linear;user_id;180000;19;219.455;2621480
1080;auspol2019.csv;hashing_cerrado_linear;user_id;180000;20;223.345;2621480
1081;auspol2019.csv;hashing_cerrado_linear;user_screen_name;10000;1;18.165;655400
1082;auspol2019.csv;hashing_cerrado_linear;user_screen_name;10000;2;16.174;655400
1083;auspol2019.csv;hashing_cerrado_linear;user_screen_name;10000;3;19.941;655400
1084;auspol2019.csv;hashing_cerrado_linear;user_screen_name;10000;4;18.069;655400
1085;auspol2019.csv;hashing_cerrado_linear;user_screen_name;10000;5;16.683;655400
1086;auspol2019.csv;hashing_cerrado_linear;user_screen_name;10000;6;18.810;655400
1087;auspol2019.csv;hashing_cerrado_linear;user_screen_name;10000;7;18.452;655400
1088;auspol2019.csv;hashing_cerrado_linear;user_screen_name;10000;8;16.870;655400
1089;auspol2019.csv;hashing_cerrado_linear;user_screen_name;10000;9;17.173;655400
1090;auspol2019.csv;hashing_cerrado_linear;user_screen_name;10000;10;18.352;655400
1091;auspol2019.csv;hashing_cerrado_linear;user_screen_name;10000;11;15.825;655400
1092;auspol2019.csv;hashing_cerrado_linear;user_screen_name;10000;12;16.420;655400
1093;auspol2019.csv;hashing_cerrado_linear;user_screen_name;10000;13;18.620;655400
1094;auspol2019.csv;hashing_cerrado_linear;user_screen_name;10000;14;17.888;655400
1095;auspol2019.csv;hashing_cerrado_linear;user_screen_name;10000;15;17.894;655400
1096;auspol2019.csv;hashing_cerrado_linear;user_screen_name;10000;16;26.061;655400
1097;auspol2019.csv;hashing_cerrado_linear;user_screen_name;10000;17;16.982;655400
1098;auspol2019.csv;hashing_cerrado_linear;user_screen_name;10000;18;18.290;655400
1099;auspol2019.csv;hashing_cerrado_linear;user_screen_name;10000;19;16.337;655400
1100;auspol2019.csv;hashing_cerrado_linear;user_screen_name;10000;20;71.382;655400
1101;auspol2019.csv;hashing_cerrado_linear;user_screen_name;20000;1;52.994;1310760
1102;auspol2019.csv;hashing_cerrado_linear;user_screen_name;20000;2;39.930;1310760
1103;auspol2019.csv;hashing_cerrado_linear;user_screen_name;20000;3;40.089;1310760
1104;auspol2019.csv;hashing_cerrado_linear;user_screen_name;20000;4;41.451;1310760
1105;auspol2019.csv;hashing_cerrado_linear;user_screen_name;20000;5;38.714;1310760
1106;auspol2019.csv;hashing_cerrado_linear;user_screen_name;20000;6;44.426;1310760
1107;auspol2019.csv;hashing_cerrado_linear;user_screen_name;20000;7;38.680;1310760
1108;auspol2019.csv;hashing_cerrado_linear;user_screen_name;20000;8;43.482;1310760
1109;auspol2019.csv;hashing_cerrado_linear;user_screen_name;20000;9;43.758;1310760
1110;auspol2019.csv;hashing_cerrado_linear;user_screen_name;20000;10;37.524;1310760
1111;auspol2019.csv;hashing_cerrado_linear;user_screen_name;20000;11;38.934;1310760
1112;auspol2019.csv;hashing_cerrado_linear;user_screen_name;20000;12;45.108;1310760
1113;auspol2019.csv;hashing_cerrado_linear;user_screen_name;20000;13;35.385;1310760
1114;auspol2019.csv;hashing_cerrado_linear;user_screen_name;20000;14;41.597;1310760
1115;auspol2019.csv;hashing_cerrado_linear;user_screen_name;20000;15;36.906;1310760
1116;auspol2019.csv;hashing_cerrado_linear;user_screen_name;20000;16;44.562;1310760
1117;auspol2019.csv;hashing_cerrado_linear;user_screen_name;20000;17;41.228;1310760
1118;auspol2019.csv;hashing_cerrado_linear;user_screen_name;20000;18;41.182;1310760
1119;auspol2019.csv;hashing_cerrado_linear;user_screen_name;20000;19;39.875;1310760
1120;auspol2019.csv;hashing_cerrado_linear;user_screen_name;20000;20;39.166;1310760
1121;auspol2019.csv;hashing_cerrado_linear;user_screen_name;30000;1;43.910;1310760
1122;auspol2019.csv;hashing_cerrado_linear;user_screen_name;30000;2;56.617;1310760
1123;auspol2019.csv;hashing_cerrado_linear;user_screen_name;30000;3;47.090;1310760
1124;auspol2019.csv;hashing_cerrado_linear;user_screen_name;30000;4;44.932;1310760
1125;auspol2019.csv;hashing_cerrado_linear;user_screen_name;30000;5;48.444;1310760
1126;auspol2019.csv;hashing_cerrado_linear;user_screen_name;30000;6;50.880;1310760
1127;auspol2019.csv;hashing_cerrado_linear;user_screen_name;30000;7;44.303;1310760
1128;auspol2019.csv;hashing_cerrado_linear;user_screen_name;30000;8;46.176;1310760
1129;auspol2019.csv;hashing_cerrado_linear;user_screen_name;30000;9;48.386;1310760
1130;auspol2019.csv;hashing_cerrado_linear;user_screen_name;30000;10;50.600;1310760
1131;auspol2019.csv;hashing_cerrado_linear;user_screen_name;30000;11;45.898;1310760
1132;auspol2019.csv;hashing_cerrado_linear;user_screen_name;30000;12;45.276;1310760
1133;auspol2019.csv;hashing_cerrado_linear;user_screen_name;30000;13;51.398;1310760
1134;auspol2019.csv;hashing_cerrado_linear;user_screen_name;30000;14;44.522;1310760
1135;auspol2019.csv;hashing_cerrado_linear;user_screen_name;30000;15;46.582;1310760
1136;auspol2019.csv;hashing_cerrado_linear;user_screen_name;30000;16;53.135;1310760
1137;auspol2019.csv;hashing_cerrado_linear;user_screen_name;30000;17;52.699;1310760
1138;auspol2019.csv;hashing_cerrado_linear;user_screen_name;30000;18;47.682;1310760
1139;auspol2019.csv;hashing_cerrado_linear;user_screen_name;30000;19;48.303;1310760
1140;auspol2019.csv;hashing_cerrado_linear;user_screen_name;30000;20;47.808;1310760
1141;auspol2019.csv;hashing_cerrado_linear;user_screen_name;40000;1;56.629;1310760
1142;auspol2019.csv;hashing_cerrado_linear;user_screen_name;40000;2;57.449;1310760
1143;auspol2019.csv;hashing_cerrado_linear;user_screen_name;40000;3;57.008;1310760
1144;auspol2019.csv;hashing_cerrado_linear;user_screen_name;40000;4;55.207;1310760
1145;auspol2019.csv;hashing_cerrado_linear;user_screen_name;40000;5;56.877;1310760
1146;auspol2019.csv;hashing_cerrado_linear;user_screen_name;40000;6;53.620;1310760
1147;auspol2019.csv;hashing_cerrado_linear;user_screen_name;40000;7;56.848;1310760
1148;auspol2019.csv;hashing_cerrado_linear;user_screen_name;40000;8;56.247;1310760
1149;auspol2019.csv;hashing_cerrado_linear;user_screen_name;40000;9;62.227;1310760
1150;auspol2019.csv;hashing_cerrado_linear;user_screen_name;40000;10;56.681;1310760
1151;auspol2019.csv;hashing_cerrado_linear;user_screen_name;40000;11;66.911;1310760
1152;auspol2019.csv;hashing_cerrado_linear;user_screen_name;40000;12;59.893;1310760
1153;auspol2019.csv;hashing_cerrado_linear;user_screen_name;40000;13;56.013;1310760
1154;auspol2019.csv;hashing_cerrado_linear;user_screen_name;40000;14;53.462;1310760
1155;auspol2019.csv;hashing_cerrado_linear;user_screen_name;40000;15;73.694;1310760
1156;auspol2019.csv;hashing_cerrado_linear;user_screen_name;40000;16;56.327;1310760
1157;auspol2019.csv;hashing_cerrado_linear;user_screen_name;40000;17;54.200;1310760
1158;auspol2019.csv;hashing_cerrado_linear;user_screen_name;40000;18;60.175;1310760
1159;auspol2019.csv;hashing_cerrado_linear;user_screen_name;40000;19;55.559;1310760
1160;auspol2019.csv;hashing_cerrado_linear;user_screen_name;40000;20;58.193;1310760
1161;auspol2019.csv;hashing_cerrado_linear;user_screen_name;50000;1;85.022;2621480
1162;auspol2019.csv;hashing_cerrado_linear;user_screen_name;50000;2;86.251;2621480
1163;auspol2019.csv;hashing_cerrado_linear;user_screen_name;50000;3;83.966;2621480
1164;auspol2019.csv;hashing_cerrado_linear;user_screen_name;50000;4;87.643;2621480
1165;auspol2019.csv;hashing_cerrado_linear;user_screen_name;50000;5;80.633;2621480
1166;auspol2019.csv;hashing_cerrado_linear;user_screen_name;50000;6;90.317;2621480
1167;auspol2019.csv;hashing_cerrado_linear;user_screen_name;50000;7;84.358;2621480
1168;auspol2019.csv;hashing_cerrado_linear;user_screen_name;50000;8;85.953;2621480
1169;auspol2019.csv;hashing_cerrado_linear;user_screen_name;50000;9;85.299;2621480
1170;auspol2019.csv;hashing_cerrado_linear;user_screen_name;50000;10;82.286;2621480
1171;auspol2019.csv;hashing_cerrado_linear;user_screen_name;50000;11;83.657;2621480
1172;auspol2019.csv;hashing_cerrado_linear;user_screen_name;50000;12;87.696;2621480
1173;auspol2019.csv;hashing_cerrado_linear;user_screen_name;50000;13;89.626;2621480
1174;auspol2019.csv;hashing_cerrado_linear;user_screen_name;50000;14;85.601;2621480
1175;auspol2019.csv;hashing_cerrado_linear;user_screen_name;50000;15;85.249;2621480
1176;auspol2019.csv;hashing_cerrado_linear;user_screen_name;50000;16;81.809;2621480
1177;auspol2019.csv;hashing_cerrado_linear;user_screen_name;50000;17;83.165;2621480
1178;auspol2019.csv;hashing_cerrado_linear;user_screen_name;50000;18;90.937;2621480
1179;auspol2019.csv;hashing_cerrado_linear;user_screen_name;50000;19;84.945;2621480
1180;auspol2019.csv;hashing_cerrado_linear;user_screen_name;50000;20;87.009;2621480
1181;auspol2019.csv;hashing_cerrado_linear;user_screen_name;60000;1;90.602;2621480
1182;auspol2019.csv;hashing_cerrado_linear;user_screen_name;60000;2;99.720;2621480
1183;auspol2019.csv;hashing_cerrado_linear;user_screen_name;60000;3;87.916;2621480
1184;auspol2019.csv;hashing_cerrado_linear;user_screen_name;60000;4;88.303;2621480
1185;auspol2019.csv;hashing_cerrado_linear;user_screen_name;60000;5;89.257;2621480
1186;auspol2019.csv;hashing_cerrado_linear;user_screen_name;60000;6;98.591;2621480
1187;auspol2019.csv;hashing_cerrado_linear;user_screen_name;60000;7;98.010;2621480
1188;auspol2019.csv;hashing_cerrado_linear;user_screen_name;60000;8;85.756;2621480
1189;auspol2019.csv;hashing_cerrado_linear;user_screen_name;60000;9;89.340;2621480
1190;auspol2019.csv;hashing_cerrado_linear;user_screen_name;60000;10;87.607;2621480
1191;auspol2019.csv;hashing_cerrado_linear;user_screen_name;60000;11;98.699;2621480
1192;auspol2019.csv;hashing_cerrado_linear;user_screen_name;60000;12;94.359;2621480
1193;auspol2019.csv;hashing_cerrado_linear;user_screen_name;60000;13;85.295;2621480
1194;auspol2019.csv;hashing_cerrado_linear;user_screen_name;60000;14;88.690;2621480
1195;auspol2019.csv;hashing_cerrado_linear;user_screen_name;60000;15;93.154;2621480
1196;auspol2019.csv;hashing_cerrado_linear;user_screen_name;60000;16;87.892;2621480
1197;auspol2019.csv;hashing_cerrado_linear;user_screen_name;60000;17;98.069;2621480
1198;auspol2019.csv;hashing_cerrado_linear;user_screen_name;60000;18;91.978;2621480
1199;auspol2019.csv;hashing_cerrado_linear;user_screen_name;60000;19;91.472;2621480
1200;auspol2019.csv;hashing_cerrado_linear;user_screen_name;60000;20;88.129;2621480
1201;auspol2019.csv;hashing_cerrado_linear;user_screen_name;70000;1;105.530;2621480
1202;auspol2019.csv;hashing_cerrado_linear;user_screen_name;70000;2;106.961;2621480
1203;auspol2019.csv;hashing_cerrado_linear;user_screen_name;70000;3;101.636;2621480
1204;auspol2019.csv;hashing_cerrado_linear;user_screen_name;70000;4;100.261;2621480
1205;auspol2019.csv;hashing_cerrado_linear;user_screen_name;70000;5;96.620;2621480
1206;auspol2019.csv;hashing_cerrado_linear;user_screen_name;70000;6;98.611;2621480
1207;auspol2019.csv;hashing_cerrado_linear;user_screen_name;70000;7;103.371;2621480
1208;auspol2019.csv;hashing_cerrado_linear;user_screen_name;70000;8;91.206;2621480
1209;auspol2019.csv;hashing_cerrado_linear;user_screen_name;70000;9;91.182;2621480
1210;auspol2019.csv;hashing_cerrado_linear;user_screen_name;70000;10;105.245;2621480
1211;auspol2019.csv;hashing_cerrado_linear;user_screen_name;70000;11;92.942;2621480
1212;auspol2019.csv;hashing_cerrado_linear;user_screen_name;70000;12;97.064;2621480
