experimento;dataset;estructura_datos;clave;cantidad_tweets;repeticion;tiempo_ms;memoria_bytes
1;auspol2019.csv;hashing_abierto;user_id;10000;1;6.284;452208
2;auspol2019.csv;hashing_abierto;user_id;10000;2;5.955;452208
3;auspol2019.csv;hashing_abierto;user_id;10000;3;6.303;452208
4;auspol2019.csv;hashing_abierto;user_id;10000;4;7.332;452208
5;auspol2019.csv;hashing_abierto;user_id;10000;5;6.652;452208
6;auspol2019.csv;hashing_abierto;user_id;10000;6;6.477;452208
7;auspol2019.csv;hashing_abierto;user_id;10000;7;6.501;452208
8;auspol2019.csv;hashing_abierto;user_id;10000;8;6.962;452208
9;auspol2019.csv;hashing_abierto;user_id;10000;9;6.806;452208
10;auspol2019.csv;hashing_abierto;user_id;10000;10;6.912;452208
11;auspol2019.csv;hashing_abierto;user_id;10000;11;6.891;452208
12;auspol2019.csv;hashing_abierto;user_id;10000;12;7.036;452208
13;auspol2019.csv;hashing_abierto;user_id;10000;13;6.858;452208
14;auspol2019.csv;hashing_abierto;user_id;10000;14;6.995;452208
15;auspol2019.csv;hashing_abierto;user_id;10000;15;6.997;452208
16;auspol2019.csv;hashing_abierto;user_id;10000;16;6.954;452208
17;auspol2019.csv;hashing_abierto;user_id;10000;17;6.891;452208
18;auspol2019.csv;hashing_abierto;user_id;10000;18;6.807;452208
19;auspol2019.csv;hashing_abierto;user_id;10000;19;6.741;452208
20;auspol2019.csv;hashing_abierto;user_id;10000;20;7.059;452208
21;auspol2019.csv;hashing_abierto;user_id;20000;1;14.409;795824
22;auspol2019.csv;hashing_abierto;user_id;20000;2;13.296;795824
23;auspol2019.csv;hashing_abierto;user_id;20000;3;15.212;795824
24;auspol2019.csv;hashing_abierto;user_id;20000;4;15.292;795824
25;auspol2019.csv;hashing_abierto;user_id;20000;5;14.634;795824
26;auspol2019.csv;hashing_abierto;user_id;20000;6;15.117;795824
27;auspol2019.csv;hashing_abierto;user_id;20000;7;13.945;795824
28;auspol2019.csv;hashing_abierto;user_id;20000;8;14.894;795824
29;auspol2019.csv;hashing_abierto;user_id;20000;9;15.307;795824
30;auspol2019.csv;hashing_abierto;user_id;20000;10;13.923;795824
31;auspol2019.csv;hashing_abierto;user_id;20000;11;15.344;795824
32;auspol2019.csv;hashing_abierto;user_id;20000;12;13.263;795824
33;auspol2019.csv;hashing_abierto;user_id;20000;13;12.979;795824
34;auspol2019.csv;hashing_abierto;user_id;20000;14;13.605;795824
35;auspol2019.csv;hashing_abierto;user_id;20000;15;13.433;795824
36;auspol2019.csv;hashing_abierto;user_id;20000;16;13.581;795824
37;auspol2019.csv;hashing_abierto;user_id;20000;17;13.495;795824
38;auspol2019.csv;hashing_abierto;user_id;20000;18;13.283;795824
39;auspol2019.csv;hashing_abierto;user_id;20000;19;12.929;795824
40;auspol2019.csv;hashing_abierto;user_id;20000;20;13.568;795824
41;auspol2019.csv;hashing_abierto;user_id;30000;1;20.538;1052808
42;auspol2019.csv;hashing_abierto;user_id;30000;2;23.604;1052808
43;auspol2019.csv;hashing_abierto;user_id;30000;3;20.720;1052808
44;auspol2019.csv;hashing_abierto;user_id;30000;4;21.373;1052808
45;auspol2019.csv;hashing_abierto;user_id;30000;5;21.932;1052808
46;auspol2019.csv;hashing_abierto;user_id;30000;6;22.385;1052808
47;auspol2019.csv;hashing_abierto;user_id;30000;7;22.911;1052808
48;auspol2019.csv;hashing_abierto;user_id;30000;8;23.529;1052808
49;auspol2019.csv;hashing_abierto;user_id;30000;9;21.539;1052808
50;auspol2019.csv;hashing_abierto;user_id;30000;10;22.191;1052808
51;auspol2019.csv;hashing_abierto;user_id;30000;11;22.538;1052808
52;auspol2019.csv;hashing_abierto;user_id;30000;12;25.994;1052808
53;auspol2019.csv;hashing_abierto;user_id;30000;13;22.683;1052808
54;auspol2019.csv;hashing_abierto;user_id;30000;14;20.654;1052808
55;auspol2019.csv;hashing_abierto;user_id;30000;15;19.759;1052808
56;auspol2019.csv;hashing_abierto;user_id;30000;16;21.993;1052808
57;auspol2019.csv;hashing_abierto;user_id;30000;17;20.481;1052808
58;auspol2019.csv;hashing_abierto;user_id;30000;18;21.718;1052808
59;auspol2019.csv;hashing_abierto;user_id;30000;19;21.132;1052808
60;auspol2019.csv;hashing_abierto;user_id;30000;20;19.616;1052808
61;auspol2019.csv;hashing_abierto;user_id;40000;1;32.820;1218904
62;auspol2019.csv;hashing_abierto;user_id;40000;2;28.575;1218904
63;auspol2019.csv;hashing_abierto;user_id;40000;3;29.955;1218904
64;auspol2019.csv;hashing_abierto;user_id;40000;4;30.711;1218904
65;auspol2019.csv;hashing_abierto;user_id;40000;5;30.860;1218904
66;auspol2019.csv;hashing_abierto;user_id;40000;6;30.759;1218904
67;auspol2019.csv;hashing_abierto;user_id;40000;7;30.366;1218904
68;auspol2019.csv;hashing_abierto;user_id;40000;8;35.198;1218904
69;auspol2019.csv;hashing_abierto;user_id;40000;9;31.896;1218904
70;auspol2019.csv;hashing_abierto;user_id;40000;10;27.643;1218904
71;auspol2019.csv;hashing_abierto;user_id;40000;11;28.962;1218904
72;auspol2019.csv;hashing_abierto;user_id;40000;12;28.078;1218904
73;auspol2019.csv;hashing_abierto;user_id;40000;13;29.663;1218904
74;auspol2019.csv;hashing_abierto;user_id;40000;14;30.951;1218904
75;auspol2019.csv;hashing_abierto;user_id;40000;15;30.559;1218904
76;auspol2019.csv;hashing_abierto;user_id;40000;16;28.353;1218904
77;auspol2019.csv;hashing_abierto;user_id;40000;17;30.309;1218904
78;auspol2019.csv;hashing_abierto;user_id;40000;18;31.487;1218904
79;auspol2019.csv;hashing_abierto;user_id;40000;19;31.007;1218904
80;auspol2019.csv;hashing_abierto;user_id;40000;20;31.140;1218904
81;auspol2019.csv;hashing_abierto;user_id;50000;1;42.362;1373968
82;auspol2019.csv;hashing_abierto;user_id;50000;2;39.500;1373968
83;auspol2019.csv;hashing_abierto;user_id;50000;3;37.168;1373968
84;auspol2019.csv;hashing_abierto;user_id;50000;4;35.572;1373968
85;auspol2019.csv;hashing_abierto;user_id;50000;5;40.271;1373968
86;auspol2019.csv;hashing_abierto;user_id;50000;6;38.595;1373968
87;auspol2019.csv;hashing_abierto;user_id;50000;7;37.276;1373968
88;auspol2019.csv;hashing_abierto;user_id;50000;8;39.157;1373968
89;auspol2019.csv;hashing_abierto;user_id;50000;9;39.912;1373968
90;auspol2019.csv;hashing_abierto;user_id;50000;10;39.833;1373968
91;auspol2019.csv;hashing_abierto;user_id;50000;11;39.406;1373968
92;auspol2019.csv;hashing_abierto;user_id;50000;12;39.771;1373968
93;auspol2019.csv;hashing_abierto;user_id;50000;13;39.795;1373968
94;auspol2019.csv;hashing_abierto;user_id;50000;14;36.088;1373968
95;auspol2019.csv;hashing_abierto;user_id;50000;15;35.354;1373968
96;auspol2019.csv;hashing_abierto;user_id;50000;16;37.022;1373968
97;auspol2019.csv;hashing_abierto;user_id;50000;17;39.842;1373968
98;auspol2019.csv;hashing_abierto;user_id;50000;18;39.473;1373968
99;auspol2019.csv;hashing_abierto;user_id;50000;19;39.349;1373968
100;auspol2019.csv;hashing_abierto;user_id;50000;20;56.534;1373968
101;auspol2019.csv;hashing_abierto;user_id;60000;1;85.199;1546840
102;auspol2019.csv;hashing_abierto;user_id;60000;2;57.293;1546840
103;auspol2019.csv;hashing_abierto;user_id;60000;3;48.267;1546840
104;auspol2019.csv;hashing_abierto;user_id;60000;4;55.608;1546840
105;auspol2019.csv;hashing_abierto;user_id;60000;5;50.014;1546840
106;auspol2019.csv;hashing_abierto;user_id;60000;6;51.175;1546840
107;auspol2019.csv;hashing_abierto;user_id;60000;7;55.325;1546840
108;auspol2019.csv;hashing_abierto;user_id;60000;8;68.387;1546840
109;auspol2019.csv;hashing_abierto;user_id;60000;9;66.965;1546840
110;auspol2019.csv;hashing_abierto;user_id;60000;10;76.617;1546840
111;auspol2019.csv;hashing_abierto;user_id;60000;11;58.354;1546840
112;auspol2019.csv;hashing_abierto;user_id;60000;12;64.455;1546840
113;auspol2019.csv;hashing_abierto;user_id;60000;13;56.460;1546840
114;auspol2019.csv;hashing_abierto;user_id;60000;14;61.559;1546840
115;auspol2019.csv;hashing_abierto;user_id;60000;15;61.569;1546840
116;auspol2019.csv;hashing_abierto;user_id;60000;16;60.041;1546840
117;auspol2019.csv;hashing_abierto;user_id;60000;17;63.790;1546840
118;auspol2019.csv;hashing_abierto;user_id;60000;18;54.451;1546840
119;auspol2019.csv;hashing_abierto;user_id;60000;19;53.798;1546840
120;auspol2019.csv;hashing_abierto;user_id;60000;20;54.198;1546840
121;auspol2019.csv;hashing_abierto;user_id;70000;1;67.783;1673736
122;auspol2019.csv;hashing_abierto;user_id;70000;2;66.323;1673736
123;auspol2019.csv;hashing_abierto;user_id;70000;3;65.470;1673736
124;auspol2019.csv;hashing_abierto;user_id;70000;4;66.076;1673736
125;auspol2019.csv;hashing_abierto;user_id;70000;5;63.550;1673736
126;auspol2019.csv;hashing_abierto;user_id;70000;6;61.242;1673736
127;auspol2019.csv;hashing_abierto;user_id;70000;7;60.755;1673736
128;auspol2019.csv;hashing_abierto;user_id;70000;8;75.260;1673736
129;auspol2019.csv;hashing_abierto;user_id;70000;9;71.206;1673736
130;auspol2019.csv;hashing_abierto;user_id;70000;10;63.759;1673736
131;auspol2019.csv;hashing_abierto;user_id;70000;11;66.592;1673736
132;auspol2019.csv;hashing_abierto;user_id;70000;12;62.857;1673736
133;auspol2019.csv;hashing_abierto;user_id;70000;13;62.429;1673736
134;auspol2019.csv;hashing_abierto;user_id;70000;14;66.947;1673736
135;auspol2019.csv;hashing_abierto;user_id;70000;15;63.470;1673736
136;auspol2019.csv;hashing_abierto;user_id;70000;16;62.816;1673736
137;auspol2019.csv;hashing_abierto;user_id;70000;17;61.391;1673736
138;auspol2019.csv;hashing_abierto;user_id;70000;18;62.207;1673736
139;auspol2019.csv;hashing_abierto;user_id;70000;19;58.993;1673736
140;auspol2019.csv;hashing_abierto;user_id;70000;20;58.222;1673736
141;auspol2019.csv;hashing_abierto;user_id;80000;1;71.705;1808416
142;auspol2019.csv;hashing_abierto;user_id;80000;2;66.887;1808416
143;auspol2019.csv;hashing_abierto;user_id;80000;3;71.096;1808416
144;auspol2019.csv;hashing_abierto;user_id;80000;4;84.755;1808416
145;auspol2019.csv;hashing_abierto;user_id;80000;5;65.966;1808416
146;auspol2019.csv;hashing_abierto;user_id;80000;6;68.466;1808416
147;auspol2019.csv;hashing_abierto;user_id;80000;7;66.947;1808416
148;auspol2019.csv;hashing_abierto;user_id;80000;8;63.658;1808416
149;auspol2019.csv;hashing_abierto;user_id;80000;9;67.599;1808416
150;auspol2019.csv;hashing_abierto;user_id;80000;10;69.872;1808416
151;auspol2019.csv;hashing_abierto;user_id;80000;11;69.615;1808416
152;auspol2019.csv;hashing_abierto;user_id;80000;12;68.419;1808416
153;auspol2019.csv;hashing_abierto;user_id;80000;13;69.230;1808416
154;auspol2019.csv;hashing_abierto;user_id;80000;14;68.900;1808416
155;auspol2019.csv;hashing_abierto;user_id;80000;15;67.141;1808416
156;auspol2019.csv;hashing_abierto;user_id;80000;16;65.925;1808416
157;auspol2019.csv;hashing_abierto;user_id;80000;17;62.623;1808416
158;auspol2019.csv;hashing_abierto;user_id;80000;18;63.978;1808416
159;auspol2019.csv;hashing_abierto;user_id;80000;19;72.042;1808416
160;auspol2019.csv;hashing_abierto;user_id;80000;20;68.945;1808416
161;auspol2019.csv;hashing_abierto;user_id;90000;1;83.386;1884072
162;auspol2019.csv;hashing_abierto;user_id;90000;2;82.911;1884072
163;auspol2019.csv;hashing_abierto;user_id;90000;3;78.463;1884072
164;auspol2019.csv;hashing_abierto;user_id;90000;4;76.173;1884072
165;auspol2019.csv;hashing_abierto;user_id;90000;5;74.572;1884072
166;auspol2019.csv;hashing_abierto;user_id;90000;6;74.682;1884072
167;auspol2019.csv;hashing_abierto;user_id;90000;7;76.915;1884072
168;auspol2019.csv;hashing_abierto;user_id;90000;8;78.746;1884072
169;auspol2019.csv;hashing_abierto;user_id;90000;9;78.260;1884072
170;auspol2019.csv;hashing_abierto;user_id;90000;10;73.753;1884072
171;auspol2019.csv;hashing_abierto;user_id;90000;11;77.353;1884072
172;auspol2019.csv;hashing_abierto;user_id;90000;12;79.069;1884072
173;auspol2019.csv;hashing_abierto;user_id;90000;13;78.521;1884072
174;auspol2019.csv;hashing_abierto;user_id;90000;14;78.170;1884072
175;auspol2019.csv;hashing_abierto;user_id;90000;15;79.253;1884072
176;auspol2019.csv;hashing_abierto;user_id;90000;16;81.216;1884072
177;auspol2019.csv;hashing_abierto;user_id;90000;17;77.034;1884072
178;auspol2019.csv;hashing_abierto;user_id;90000;18;80.129;1884072
179;auspol2019.csv;hashing_abierto;user_id;90000;19;77.245;1884072
180;auspol2019.csv;hashing_abierto;user_id;90000;20;79.088;1884072
181;auspol2019.csv;hashing_abierto;user_id;100000;1;90.836;1945224
182;auspol2019.csv;hashing_abierto;user_id;100000;2;81.037;1945224
183;auspol2019.csv;hashing_abierto;user_id;100000;3;87.165;1945224
184;auspol2019.csv;hashing_abierto;user_id;100000;4;84.510;1945224
185;auspol2019.csv;hashing_abierto;user_id;100000;5;88.272;1945224
186;auspol2019.csv;hashing_abierto;user_id;100000;6;85.934;1945224
187;auspol2019.csv;hashing_abierto;user_id;100000;7;83.281;1945224
188;auspol2019.csv;hashing_abierto;user_id;100000;8;88.414;1945224
189;auspol2019.csv;hashing_abierto;user_id;100000;9;82.365;1945224
190;auspol2019.csv;hashing_abierto;user_id;100000;10;91.862;1945224
191;auspol2019.csv;hashing_abierto;user_id;100000;11;86.833;1945224
192;auspol2019.csv;hashing_abierto;user_id;100000;12;87.329;1945224
193;auspol2019.csv;hashing_abierto;user_id;100000;13;87.739;1945224
194;auspol2019.csv;hashing_abierto;user_id;100000;14;86.001;1945224
195;auspol2019.csv;hashing_abierto;user_id;100000;15;84.036;1945224
196;auspol2019.csv;hashing_abierto;user_id;100000;16;84.446;1945224
197;auspol2019.csv;hashing_abierto;user_id;100000;17;87.019;1945224
198;auspol2019.csv;hashing_abierto;user_id;100000;18;91.710;1945224
199;auspol2019.csv;hashing_abierto;user_id;100000;19;88.861;1945224
200;auspol2019.csv;hashing_abierto;user_id;100000;20;89.530;1945224
201;auspol2019.csv;hashing_abierto;user_id;110000;1;95.339;1992656
202;auspol2019.csv;hashing_abierto;user_id;110000;2;89.800;1992656
203;auspol2019.csv;hashing_abierto;user_id;110000;3;92.475;1992656
204;auspol2019.csv;hashing_abierto;user_id;110000;4;97.221;1992656
205;auspol2019.csv;hashing_abierto;user_id;110000;5;96.853;1992656
206;auspol2019.csv;hashing_abierto;user_id;110000;6;96.543;1992656
207;auspol2019.csv;hashing_abierto;user_id;110000;7;94.215;1992656
208;auspol2019.csv;hashing_abierto;user_id;110000;8;100.408;1992656
209;auspol2019.csv;hashing_abierto;user_id;110000;9;99.301;1992656
210;auspol2019.csv;hashing_abierto;user_id;110000;10;98.819;1992656
211;auspol2019.csv;hashing_abierto;user_id;110000;11;88.991;1992656
212;auspol2019.csv;hashing_abierto;user_id;110000;12;92.819;1992656
213;auspol2019.csv;hashing_abierto;user_id;110000;13;92.779;1992656
214;auspol2019.csv;hashing_abierto;user_id;110000;14;99.138;1992656
215;auspol2019.csv;hashing_abierto;user_id;110000;15;88.196;1992656
216;auspol2019.csv;hashing_abierto;user_id;110000;16;95.318;1992656
217;auspol2019.csv;hashing_abierto;user_id;110000;17;97.205;1992656
218;auspol2019.csv;hashing_abierto;user_id;110000;18;97.020;1992656
219;auspol2019.csv;hashing_abierto;user_id;110000;19;95.862;1992656
220;auspol2019.csv;hashing_abierto;user_id;110000;20;98.660;1992656
221;auspol2019.csv;hashing_abierto;user_id;120000;1;115.246;2036336
222;auspol2019.csv;hashing_abierto;user_id;120000;2;102.582;2036336
223;auspol2019.csv;hashing_abierto;user_id;120000;3;108.159;2036336
224;auspol2019.csv;hashing_abierto;user_id;120000;4;103.865;2036336
225;auspol2019.csv;hashing_abierto;user_id;120000;5;105.189;2036336
226;auspol2019.csv;hashing_abierto;user_id;120000;6;108.272;2036336
227;auspol2019.csv;hashing_abierto;user_id;120000;7;105.240;2036336
228;auspol2019.csv;hashing_abierto;user_id;120000;8;104.947;2036336
229;auspol2019.csv;hashing_abierto;user_id;120000;9;103.028;2036336
230;auspol2019.csv;hashing_abierto;user_id;120000;10;103.881;2036336
231;auspol2019.csv;hashing_abierto;user_id;120000;11;105.665;2036336
232;auspol2019.csv;hashing_abierto;user_id;120000;12;104.942;2036336
233;auspol2019.csv;hashing_abierto;user_id;120000;13;98.942;2036336
234;auspol2019.csv;hashing_abierto;user_id;120000;14;103.493;2036336
235;auspol2019.csv;hashing_abierto;user_id;120000;15;103.022;2036336
236;auspol2019.csv;hashing_abierto;user_id;120000;16;105.529;2036336
237;auspol2019.csv;hashing_abierto;user_id;120000;17;106.303;2036336
238;auspol2019.csv;hashing_abierto;user_id;120000;18;105.829;2036336
239;auspol2019.csv;hashing_abierto;user_id;120000;19;100.842;2036336
240;auspol2019.csv;hashing_abierto;user_id;120000;20;98.126;2036336
241;auspol2019.csv;hashing_abierto;user_id;130000;1;115.992;2075536
242;auspol2019.csv;hashing_abierto;user_id;130000;2;111.233;2075536
243;auspol2019.csv;hashing_abierto;user_id;130000;3;117.854;2075536
244;auspol2019.csv;hashing_abierto;user_id;130000;4;116.129;2075536
245;auspol2019.csv;hashing_abierto;user_id;130000;5;114.936;2075536
246;auspol2019.csv;hashing_abierto;user_id;130000;6;108.496;2075536
247;auspol2019.csv;hashing_abierto;user_id;130000;7;110.854;2075536
248;auspol2019.csv;hashing_abierto;user_id;130000;8;118.253;2075536
249;auspol2019.csv;hashing_abierto;user_id;130000;9;116.750;2075536
250;auspol2019.csv;hashing_abierto;user_id;130000;10;115.574;2075536
251;auspol2019.csv;hashing_abierto;user_id;130000;11;116.220;2075536
252;auspol2019.csv;hashing_abierto;user_id;130000;12;117.481;2075536
253;auspol2019.csv;hashing_abierto;user_id;130000;13;115.624;2075536
254;auspol2019.csv;hashing_abierto;user_id;130000;14;114.646;2075536
255;auspol2019.csv;hashing_abierto;user_id;130000;15;114.002;2075536
256;auspol2019.csv;hashing_abierto;user_id;130000;16;114.970;2075536
257;auspol2019.csv;hashing_abierto;user_id;130000;17;118.826;2075536
258;auspol2019.csv;hashing_abierto;user_id;130000;18;115.284;2075536
259;auspol2019.csv;hashing_abierto;user_id;130000;19;114.744;2075536
260;auspol2019.csv;hashing_abierto;user_id;130000;20;109.023;2075536
261;auspol2019.csv;hashing_abierto;user_id;140000;1;121.759;2104376
262;auspol2019.csv;hashing_abierto;user_id;140000;2;118.971;2104376
263;auspol2019.csv;hashing_abierto;user_id;140000;3;119.480;2104376
264;auspol2019.csv;hashing_abierto;user_id;140000;4;123.526;2104376
265;auspol2019.csv;hashing_abierto;user_id;140000;5;126.912;2104376
266;auspol2019.csv;hashing_abierto;user_id;140000;6;124.013;2104376
267;auspol2019.csv;hashing_abierto;user_id;140000;7;125.430;2104376
268;auspol2019.csv;hashing_abierto;user_id;140000;8;124.336;2104376
269;auspol2019.csv;hashing_abierto;user_id;140000;9;126.327;2104376
270;auspol2019.csv;hashing_abierto;user_id;140000;10;124.062;2104376
271;auspol2019.csv;hashing_abierto;user_id;140000;11;123.672;2104376
272;auspol2019.csv;hashing_abierto;user_id;140000;12;116.817;2104376
273;auspol2019.csv;hashing_abierto;user_id;140000;13;122.170;2104376
274;auspol2019.csv;hashing_abierto;user_id;140000;14;117.839;2104376
275;auspol2019.csv;hashing_abierto;user_id;140000;15;123.765;2104376
276;auspol2019.csv;hashing_abierto;user_id;140000;16;123.045;2104376
277;auspol2019.csv;hashing_abierto;user_id;140000;17;116.977;2104376
278;auspol2019.csv;hashing_abierto;user_id;140000;18;119.699;2104376
279;auspol2019.csv;hashing_abierto;user_id;140000;19;120.719;2104376
280;auspol2019.csv;hashing_abierto;user_id;140000;20;117.823;2104376
281;auspol2019.csv;hashing_abierto;user_id;150000;1;144.097;2206184
282;auspol2019.csv;hashing_abierto;user_id;150000;2;135.183;2206184
283;auspol2019.csv;hashing_abierto;user_id;150000;3;135.555;2206184
284;auspol2019.csv;hashing_abierto;user_id;150000;4;140.291;2206184
285;auspol2019.csv;hashing_abierto;user_id;150000;5;178.621;2206184
286;auspol2019.csv;hashing_abierto;user_id;150000;6;154.547;2206184
287;auspol2019.csv;hashing_abierto;user_id;150000;7;148.684;2206184
288;auspol2019.csv;hashing_abierto;user_id;150000;8;158.006;2206184
289;auspol2019.csv;hashing_abierto;user_id;150000;9;170.806;2206184
290;auspol2019.csv;hashing_abierto;user_id;150000;10;135.943;2206184
291;auspol2019.csv;hashing_abierto;user_id;150000;11;148.698;2206184
292;auspol2019.csv;hashing_abierto;user_id;150000;12;129.847;2206184
293;auspol2019.csv;hashing_abierto;user_id;150000;13;140.827;2206184
294;auspol2019.csv;hashing_abierto;user_id;150000;14;140.862;2206184
295;auspol2019.csv;hashing_abierto;user_id;150000;15;138.225;2206184
296;auspol2019.csv;hashing_abierto;user_id;150000;16;129.290;2206184
297;auspol2019.csv;hashing_abierto;user_id;150000;17;125.532;2206184
298;auspol2019.csv;hashing_abierto;user_id;150000;18;134.553;2206184
299;auspol2019.csv;hashing_abierto;user_id;150000;19;131.542;2206184
300;auspol2019.csv;hashing_abierto;user_id;150000;20;126.694;2206184
301;auspol2019.csv;hashing_abierto;user_id;160000;1;149.979;2370152
302;auspol2019.csv;hashing_abierto;user_id;160000;2;156.702;2370152
303;auspol2019.csv;hashing_abierto;user_id;160000;3;140.701;2370152
304;auspol2019.csv;hashing_abierto;user_id;160000;4;147.097;2370152
305;auspol2019.csv;hashing_abierto;user_id;160000;5;141.474;2370152
306;auspol2019.csv;hashing_abierto;user_id;160000;6;138.734;2370152
307;auspol2019.csv;hashing_abierto;user_id;160000;7;145.626;2370152
308;auspol2019.csv;hashing_abierto;user_id;160000;8;174.496;2370152
309;auspol2019.csv;hashing_abierto;user_id;160000;9;188.827;2370152
310;auspol2019.csv;hashing_abierto;user_id;160000;10;155.465;2370152
311;auspol2019.csv;hashing_abierto;user_id;160000;11;162.348;2370152
312;auspol2019.csv;hashing_abierto;user_id;160000;12;159.255;2370152
313;auspol2019.csv;hashing_abierto;user_id;160000;13;140.533;2370152
314;auspol2019.csv;hashing_abierto;user_id;160000;14;194.545;2370152
315;auspol2019.csv;hashing_abierto;user_id;160000;15;228.039;2370152
316;auspol2019.csv;hashing_abierto;user_id;160000;16;230.504;2370152
317;auspol2019.csv;hashing_abierto;user_id;160000;17;182.385;2370152
318;auspol2019.csv;hashing_abierto;user_id;160000;18;183.701;2370152
319;auspol2019.csv;hashing_abierto;user_id;160000;19;223.785;2370152
320;auspol2019.csv;hashing_abierto;user_id;160000;20;205.250;2370152
321;auspol2019.csv;hashing_abierto;user_id;170000;1;557.797;2480472
322;auspol2019.csv;hashing_abierto;user_id;170000;2;351.097;2480472
323;auspol2019.csv;hashing_abierto;user_id;170000;3;211.123;2480472
324;auspol2019.csv;hashing_abierto;user_id;170000;4;160.078;2480472
325;auspol2019.csv;hashing_abierto;user_id;170000;5;166.851;2480472
326;auspol2019.csv;hashing_abierto;user_id;170000;6;186.907;2480472
327;auspol2019.csv;hashing_abierto;user_id;170000;7;206.253;2480472
328;auspol2019.csv;hashing_abierto;user_id;170000;8;168.643;2480472
329;auspol2019.csv;hashing_abierto;user_id;170000;9;165.228;2480472
330;auspol2019.csv;hashing_abierto;user_id;170000;10;164.069;2480472
331;auspol2019.csv;hashing_abierto;user_id;170000;11;164.425;2480472
332;auspol2019.csv;hashing_abierto;user_id;170000;12;149.725;2480472
333;auspol2019.csv;hashing_abierto;user_id;170000;13;149.179;2480472
334;auspol2019.csv;hashing_abierto;user_id;170000;14;155.719;2480472
335;auspol2019.csv;hashing_abierto;user_id;170000;15;153.304;2480472
336;auspol2019.csv;hashing_abierto;user_id;170000;16;147.280;2480472
337;auspol2019.csv;hashing_abierto;user_id;170000;17;153.039;2480472
338;auspol2019.csv;hashing_abierto;user_id;170000;18;147.498;2480472
339;auspol2019.csv;hashing_abierto;user_id;170000;19;160.784;2480472
340;auspol2019.csv;hashing_abierto;user_id;170000;20;161.295;2480472
341;auspol2019.csv;hashing_abierto;user_id;180000;1;174.436;2541008
342;auspol2019.csv;hashing_abierto;user_id;180000;2;168.503;2541008
343;auspol2019.csv;hashing_abierto;user_id;180000;3;166.661;2541008
344;auspol2019.csv;hashing_abierto;user_id;180000;4;169.594;2541008
345;auspol2019.csv;hashing_abierto;user_id;180000;5;168.440;2541008
346;auspol2019.csv;hashing_abierto;user_id;180000;6;164.954;2541008
347;auspol2019.csv;hashing_abierto;user_id;180000;7;160.484;2541008
348;auspol2019.csv;hashing_abierto;user_id;180000;8;171.169;2541008
349;auspol2019.csv;hashing_abierto;user_id;180000;9;165.692;2541008
350;auspol2019.csv;hashing_abierto;user_id;180000;10;162.836;2541008
351;auspol2019.csv;hashing_abierto;user_id;180000;11;165.666;2541008
352;auspol2019.csv;hashing_abierto;user_id;180000;12;162.489;2541008
353;auspol2019.csv;hashing_abierto;user_id;180000;13;170.146;2541008
354;auspol2019.csv;hashing_abierto;user_id;180000;14;158.244;2541008
355;auspol2019.csv;hashing_abierto;user_id;180000;15;163.881;2541008
356;auspol2019.csv;hashing_abierto;user_id;180000;16;171.781;2541008
357;auspol2019.csv;hashing_abierto;user_id;180000;17;167.992;2541008
358;auspol2019.csv;hashing_abierto;user_id;180000;18;178.595;2541008
359;auspol2019.csv;hashing_abierto;user_id;180000;19;193.076;2541008
360;auspol2019.csv;hashing_abierto;user_id;180000;20;168.676;2541008
361;auspol2019.csv;hashing_abierto;user_screen_name;10000;1;4.695;452208
362;auspol2019.csv;hashing_abierto;user_screen_name;10000;2;4.410;452208
363;auspol2019.csv;hashing_abierto;user_screen_name;10000;3;4.939;452208
364;auspol2019.csv;hashing_abierto;user_screen_name;10000;4;4.832;452208
365;auspol2019.csv;hashing_abierto;user_screen_name;10000;5;4.697;452208
366;auspol2019.csv;hashing_abierto;user_screen_name;10000;6;5.532;452208
367;auspol2019.csv;hashing_abierto;user_screen_name;10000;7;5.137;452208
368;auspol2019.csv;hashing_abierto;user_screen_name;10000;8;5.070;452208
369;auspol2019.csv;hashing_abierto;user_screen_name;10000;9;4.498;452208
370;auspol2019.csv;hashing_abierto;user_screen_name;10000;10;4.603;452208
371;auspol2019.csv;hashing_abierto;user_screen_name;10000;11;5.262;452208
372;auspol2019.csv;hashing_abierto;user_screen_name;10000;12;5.854;452208
373;auspol2019.csv;hashing_abierto;user_screen_name;10000;13;5.988;452208
374;auspol2019.csv;hashing_abierto;user_screen_name;10000;14;5.689;452208
375;auspol2019.csv;hashing_abierto;user_screen_name;10000;15;5.073;452208
376;auspol2019.csv;hashing_abierto;user_screen_name;10000;16;7.339;452208
377;auspol2019.csv;hashing_abierto;user_screen_name;10000;17;4.759;452208
378;auspol2019.csv;hashing_abierto;user_screen_name;10000;18;5.195;452208
379;auspol2019.csv;hashing_abierto;user_screen_name;10000;19;4.776;452208
380;auspol2019.csv;hashing_abierto;user_screen_name;10000;20;4.350;452208
381;auspol2019.csv;hashing_abierto;user_screen_name;20000;1;11.546;795824
382;auspol2019.csv;hashing_abierto;user_screen_name;20000;2;14.425;795824
383;auspol2019.csv;hashing_abierto;user_screen_name;20000;3;18.593;795824
384;auspol2019.csv;hashing_abierto;user_screen_name;20000;4;15.169;795824
385;auspol2019.csv;hashing_abierto;user_screen_name;20000;5;15.955;795824
386;auspol2019.csv;hashing_abierto;user_screen_name;20000;6;15.897;795824
387;auspol2019.csv;hashing_abierto;user_screen_name;20000;7;13.493;795824
